age,age_cat,coninc,coninc_cat,coninc_log,decrease_imm,degree,hs_or_college,letin1a,othlang,partyid,president,race,sex,year,vstrat,vpsu,wtsscomp
28,18-29,72600.0,60K-80K,11.192720200812888,Increase or stay the same,College,Some college,Remain the same,Yes,Democrat,Obama,White,Female,2016,3232.0,1.0,0.956993511
23,18-29,32670.0,30K-40K,10.394212504595115,,HS or assoc,HS or less,,No,Republican,Obama,White,Female,2016,3232.0,1.0,0.956993511
53,50-59,49005.0,40K-60K,10.799677612703281,Decrease,College,Some college,Reduced a lot,No,Republican,Obama,White,Female,2016,3232.0,1.0,0.782181681
39,30-39,17242.5,<20K,9.755132545305447,Increase or stay the same,No degree,HS or less,Remain the same,No,Republican,Obama,Other,Female,2016,3232.0,1.0,0.478496756
38,30-39,39930.0,30K-40K,10.594883200057266,,HS or assoc,HS or less,,No,Independent,Obama,Black,Female,2016,3232.0,1.0,0.478496756
51,50-59,49005.0,40K-60K,10.799677612703281,Decrease,HS or assoc,HS or less,Reduced a lot,No,Republican,Obama,White,Male,2016,3232.0,1.0,0.956993511
66,60-69,49005.0,40K-60K,10.799677612703281,,College,Some college,,No,Democrat,Obama,White,Female,2016,3232.0,1.0,0.478496756
54,50-59,163843.847,160K+,12.006669100782233,,College,Some college,,No,Republican,Obama,White,Male,2016,3232.0,2.0,1.564363363
68,60-69,87120.0,80K-100K,11.375041757606843,Increase or stay the same,HS or assoc,HS or less,Remain the same,No,Democrat,Obama,White,Male,2016,3232.0,2.0,0.956993511
58,50-59,163843.847,160K+,12.006669100782233,,College,Some college,,Yes,Republican,Obama,White,Male,2016,3232.0,2.0,0.478496756
47,40-49,163843.847,160K+,12.006669100782233,Increase or stay the same,College,Some college,Remain the same,No,Republican,Obama,White,Male,2016,3232.0,2.0,0.956993511
33,30-39,116160.0,100K-160K,11.662723830058622,Increase or stay the same,College,Some college,Remain the same,Yes,Republican,Obama,White,Female,2016,3232.0,2.0,1.564363363
66,60-69,,,,,College,Some college,,No,Republican,Obama,White,Female,2016,3232.0,2.0,0.956993511
27,18-29,19965.0,<20K,9.901736019497323,,HS or assoc,HS or less,,No,Republican,Obama,White,Male,2016,3232.0,2.0,0.478496756
54,50-59,13612.5,<20K,9.518743767241215,Decrease,HS or assoc,HS or less,Reduced a lot,Yes,Democrat,Obama,White,Male,2016,3232.0,2.0,0.478496756
53,50-59,72600.0,60K-80K,11.192720200812888,Decrease,HS or assoc,HS or less,Reduced a little,No,Republican,Obama,White,Male,2016,3232.0,2.0,0.478496756
54,50-59,27225.0,20K-30K,10.21189094780116,,HS or assoc,Some college,,No,Independent,Obama,White,Male,2016,3232.0,2.0,0.956993511
51,50-59,9982.5,<20K,9.208588838937377,Increase or stay the same,HS or assoc,HS or less,Remain the same,No,Independent,Obama,White,Female,2016,3232.0,2.0,0.478496756
67,60-69,9982.5,<20K,9.208588838937377,,HS or assoc,HS or less,,Yes,Democrat,Obama,White,Male,2016,3232.0,2.0,0.478496756
67,60-69,23595.0,20K-30K,10.068790104160488,Decrease,HS or assoc,HS or less,Reduced a lot,No,Republican,Obama,White,Female,2016,3232.0,2.0,0.782181681
65,60-69,17242.5,<20K,9.755132545305447,Decrease,HS or assoc,HS or less,Reduced a little,No,Democrat,Obama,White,Female,2016,3232.0,2.0,0.478496756
23,18-29,,,,Increase or stay the same,HS or assoc,Some college,Remain the same,No,Democrat,Obama,Black,Female,2016,3232.0,2.0,0.478496756
27,18-29,23595.0,20K-30K,10.068790104160488,Decrease,HS or assoc,HS or less,Reduced a little,Yes,Democrat,Obama,Black,Female,2016,3232.0,2.0,0.478496756
28,18-29,13612.5,<20K,9.518743767241215,,HS or assoc,HS or less,,No,Democrat,Obama,Black,Male,2016,3232.0,2.0,0.956993511
34,30-39,32670.0,30K-40K,10.394212504595115,Decrease,College,Some college,Reduced a lot,No,Democrat,Obama,White,Female,2016,3232.0,2.0,0.782181681
27,18-29,17242.5,<20K,9.755132545305447,Decrease,College,Some college,Reduced a little,No,Independent,Obama,White,Female,2016,3232.0,2.0,0.478496756
60,60-69,3267.0,<20K,8.09162741160107,Increase or stay the same,No degree,HS or less,Remain the same,No,Democrat,Obama,Black,Male,2016,3232.0,2.0,0.478496756
26,18-29,32670.0,30K-40K,10.394212504595115,Increase or stay the same,HS or assoc,Some college,Remain the same,No,Democrat,Obama,White,Male,2016,3232.0,2.0,2.346545044
74,70+,8167.5,<20K,9.007918143475225,Decrease,HS or assoc,HS or less,Reduced a little,No,Democrat,Obama,White,Female,2016,3232.0,2.0,0.956993511
44,40-49,3267.0,<20K,8.09162741160107,,HS or assoc,HS or less,,No,Independent,Obama,White,Female,2016,3232.0,2.0,0.956993511
31,30-39,59895.0,40K-60K,11.000348308165432,Decrease,HS or assoc,HS or less,Reduced a little,No,Independent,Obama,White,Male,2016,3232.0,2.0,0.956993511
63,60-69,15427.5,<20K,9.643906910195222,,HS or assoc,HS or less,,No,Republican,Obama,White,Male,2016,3232.0,2.0,0.956993511
72,70+,6534.0,<20K,8.784774592161016,Increase or stay the same,HS or assoc,HS or less,Remain the same,No,Democrat,Obama,White,Female,2016,3232.0,2.0,0.478496756
25,18-29,163843.847,160K+,12.006669100782233,,College,Some college,,No,Democrat,Obama,White,Male,2016,3232.0,2.0,0.956993511
35,30-39,27225.0,20K-30K,10.21189094780116,Increase or stay the same,College,Some college,Remain the same,No,Democrat,Obama,Other,Male,2016,3233.0,1.0,0.782181681
56,50-59,19965.0,<20K,9.901736019497323,,HS or assoc,HS or less,,No,Democrat,Obama,Black,Male,2016,3233.0,1.0,0.956993511
20,18-29,15427.5,<20K,9.643906910195222,Increase or stay the same,HS or assoc,HS or less,Remain the same,Yes,Democrat,Obama,Other,Female,2016,3233.0,1.0,1.435490267
75,70+,17242.5,<20K,9.755132545305447,Increase or stay the same,HS or assoc,HS or less,Increased a little,Yes,Democrat,Obama,Other,Male,2016,3233.0,1.0,0.956993511
43,40-49,163843.847,160K+,12.006669100782233,,College,Some college,,Yes,Republican,Obama,Other,Female,2016,3233.0,1.0,0.956993511
28,18-29,87120.0,80K-100K,11.375041757606843,Increase or stay the same,College,Some college,Increased a little,Yes,Democrat,Obama,Other,Female,2016,3233.0,1.0,1.435490267
68,60-69,8167.5,<20K,9.007918143475225,Decrease,HS or assoc,Some college,Reduced a little,No,Independent,Obama,White,Male,2016,3233.0,1.0,0.478496756
61,60-69,32670.0,30K-40K,10.394212504595115,,College,Some college,,No,Democrat,Obama,White,Female,2016,3233.0,1.0,0.478496756
46,40-49,23595.0,20K-30K,10.068790104160488,Increase or stay the same,HS or assoc,HS or less,Remain the same,Yes,Democrat,Obama,White,Female,2016,3233.0,1.0,0.782181681
53,50-59,49005.0,40K-60K,10.799677612703281,,College,Some college,,Yes,Democrat,Obama,White,Male,2016,3233.0,1.0,0.478496756
79,70+,,,,,HS or assoc,HS or less,,No,Democrat,Obama,White,Female,2016,3233.0,1.0,0.478496756
35,30-39,87120.0,80K-100K,11.375041757606843,,College,Some college,,Yes,Democrat,Obama,White,Female,2016,3233.0,1.0,1.435490267
70,70+,39930.0,30K-40K,10.594883200057266,Decrease,College,Some college,Reduced a little,Yes,Republican,Obama,White,Female,2016,3233.0,1.0,0.478496756
59,50-59,11797.5,<20K,9.375642923600543,Decrease,HS or assoc,HS or less,Reduced a lot,No,Democrat,Obama,White,Female,2016,3233.0,1.0,0.478496756
54,50-59,,,,Increase or stay the same,,,Remain the same,,,Obama,Black,Male,2016,3233.0,1.0,0.478496756
47,40-49,8167.5,<20K,9.007918143475225,,No degree,HS or less,,No,Independent,Obama,White,Male,2016,3233.0,1.0,0.478496756
22,18-29,32670.0,30K-40K,10.394212504595115,Decrease,HS or assoc,HS or less,Reduced a lot,No,Democrat,Obama,Black,Female,2016,3233.0,1.0,0.478496756
65,60-69,8167.5,<20K,9.007918143475225,Decrease,HS or assoc,Some college,Reduced a lot,No,Democrat,Obama,White,Female,2016,3233.0,1.0,0.478496756
81,70+,49005.0,40K-60K,10.799677612703281,,HS or assoc,Some college,,No,Democrat,Obama,White,Female,2016,3233.0,1.0,0.956993511
74,70+,49005.0,40K-60K,10.799677612703281,Increase or stay the same,College,Some college,Remain the same,Yes,Independent,Obama,White,Male,2016,3233.0,1.0,0.956993511
77,70+,59895.0,40K-60K,11.000348308165432,Increase or stay the same,College,Some college,Increased a little,No,Democrat,Obama,White,Female,2016,3233.0,1.0,0.956993511
22,18-29,101640.0,100K-160K,11.5291924374341,Decrease,HS or assoc,HS or less,Reduced a little,No,Democrat,Obama,Other,Male,2016,3233.0,1.0,1.435490267
54,50-59,163843.847,160K+,12.006669100782233,Increase or stay the same,College,Some college,Remain the same,No,Democrat,Obama,White,Male,2016,3233.0,1.0,1.435490267
48,40-49,116160.0,100K-160K,11.662723830058622,Increase or stay the same,College,Some college,Increased a little,Yes,Democrat,Obama,White,Female,2016,3233.0,1.0,0.956993511
43,40-49,72600.0,60K-80K,11.192720200812888,Increase or stay the same,College,Some college,Remain the same,No,Republican,Obama,White,Male,2016,3233.0,1.0,0.478496756
27,18-29,59895.0,40K-60K,11.000348308165432,,HS or assoc,Some college,,Yes,Republican,Obama,White,Female,2016,3233.0,1.0,0.956993511
30,30-39,163843.847,160K+,12.006669100782233,Increase or stay the same,College,Some college,Remain the same,Yes,Independent,Obama,Other,Female,2016,3233.0,1.0,0.956993511
52,50-59,163843.847,160K+,12.006669100782233,,College,Some college,,No,Independent,Obama,White,Male,2016,3233.0,1.0,1.913987023
55,50-59,163843.847,160K+,12.006669100782233,Increase or stay the same,HS or assoc,Some college,Increased a little,No,Democrat,Obama,White,Female,2016,3233.0,1.0,1.435490267
40,40-49,163843.847,160K+,12.006669100782233,,College,Some college,,Yes,Democrat,Obama,White,Male,2016,3233.0,1.0,0.956993511
51,50-59,27225.0,20K-30K,10.21189094780116,Decrease,HS or assoc,Some college,Reduced a little,No,Independent,Obama,White,Male,2016,3233.0,1.0,0.478496756
21,18-29,23595.0,20K-30K,10.068790104160488,Increase or stay the same,HS or assoc,HS or less,Remain the same,Yes,Democrat,Obama,Other,Female,2016,3233.0,2.0,0.956993511
29,18-29,15427.5,<20K,9.643906910195222,Increase or stay the same,HS or assoc,HS or less,Remain the same,Yes,Democrat,Obama,White,Male,2016,3233.0,2.0,0.956993511
83,70+,,,,Increase or stay the same,HS or assoc,HS or less,Increased a little,Yes,Democrat,Obama,White,Female,2016,3233.0,2.0,0.478496756
81,70+,11797.5,<20K,9.375642923600543,Increase or stay the same,HS or assoc,HS or less,Remain the same,Yes,Democrat,Obama,White,Female,2016,3233.0,2.0,0.478496756
66,60-69,,,,,College,Some college,,Yes,Democrat,Obama,Black,Female,2016,3233.0,2.0,0.478496756
72,70+,19965.0,<20K,9.901736019497323,Increase or stay the same,College,Some college,Increased a little,Yes,Republican,Obama,White,Male,2016,3233.0,2.0,0.478496756
78,70+,8167.5,<20K,9.007918143475225,Increase or stay the same,HS or assoc,HS or less,Increased a little,No,Democrat,Obama,White,Female,2016,3233.0,2.0,0.478496756
80,70+,116160.0,100K-160K,11.662723830058622,Increase or stay the same,HS or assoc,HS or less,Remain the same,No,Democrat,Obama,Other,Male,2016,3233.0,2.0,0.956993511
60,60-69,116160.0,100K-160K,11.662723830058622,Increase or stay the same,HS or assoc,HS or less,Remain the same,No,Republican,Obama,White,Female,2016,3233.0,2.0,0.956993511
24,18-29,13612.5,<20K,9.518743767241215,Decrease,HS or assoc,HS or less,Reduced a lot,No,Democrat,Obama,White,Male,2016,3233.0,2.0,0.956993511
81,70+,23595.0,20K-30K,10.068790104160488,Increase or stay the same,College,Some college,Increased a lot,No,Democrat,Obama,White,Male,2016,3233.0,2.0,0.478496756
33,30-39,39930.0,30K-40K,10.594883200057266,Increase or stay the same,HS or assoc,Some college,Remain the same,Yes,Democrat,Obama,White,Female,2016,3233.0,2.0,0.478496756
89,70+,,,,Increase or stay the same,No degree,HS or less,Remain the same,No,Democrat,Obama,White,Female,2016,3233.0,2.0,0.478496756
23,18-29,39930.0,30K-40K,10.594883200057266,Increase or stay the same,HS or assoc,HS or less,Remain the same,No,Independent,Obama,Other,Male,2016,3233.0,2.0,0.956993511
22,18-29,17242.5,<20K,9.755132545305447,,HS or assoc,HS or less,,No,Independent,Obama,White,Female,2016,3233.0,2.0,1.913987023
31,30-39,32670.0,30K-40K,10.394212504595115,Increase or stay the same,HS or assoc,HS or less,Increased a little,Yes,Democrat,Obama,White,Male,2016,3233.0,2.0,0.956993511
34,30-39,32670.0,30K-40K,10.394212504595115,Increase or stay the same,No degree,HS or less,Remain the same,Yes,,Obama,Other,Female,2016,3233.0,2.0,0.956993511
87,70+,,,,Decrease,No degree,HS or less,Reduced a little,No,Republican,Obama,White,Female,2016,3233.0,2.0,0.478496756
47,40-49,72600.0,60K-80K,11.192720200812888,Decrease,HS or assoc,HS or less,Reduced a lot,No,Democrat,Obama,White,Female,2016,3233.0,2.0,2.346545044
35,30-39,49005.0,40K-60K,10.799677612703281,,HS or assoc,HS or less,,No,Republican,Obama,White,Male,2016,3233.0,2.0,0.478496756
76,70+,11797.5,<20K,9.375642923600543,Increase or stay the same,HS or assoc,HS or less,Remain the same,No,Independent,Obama,White,Female,2016,3233.0,2.0,0.478496756
44,40-49,32670.0,30K-40K,10.394212504595115,,HS or assoc,HS or less,,Yes,Democrat,Obama,White,Female,2016,3234.0,1.0,0.956993511
27,18-29,49005.0,40K-60K,10.799677612703281,Increase or stay the same,College,Some college,Increased a little,No,Republican,Obama,White,Female,2016,3234.0,1.0,1.435490267
19,18-29,,,,Increase or stay the same,HS or assoc,HS or less,Remain the same,No,Republican,Obama,White,Female,2016,3234.0,1.0,1.564363363
39,30-39,,,,Increase or stay the same,College,Some college,Remain the same,No,Democrat,Obama,Other,Female,2016,3234.0,1.0,0.478496756
58,50-59,39930.0,30K-40K,10.594883200057266,Increase or stay the same,College,Some college,Increased a lot,Yes,Democrat,Obama,White,Female,2016,3234.0,1.0,0.956993511
42,40-49,32670.0,30K-40K,10.394212504595115,,HS or assoc,HS or less,,Yes,Independent,Obama,White,Female,2016,3234.0,1.0,1.564363363
71,70+,59895.0,40K-60K,11.000348308165432,Decrease,HS or assoc,HS or less,Reduced a lot,No,Republican,Obama,White,Female,2016,3234.0,1.0,0.956993511
43,40-49,39930.0,30K-40K,10.594883200057266,,HS or assoc,HS or less,,Yes,Democrat,Obama,Other,Female,2016,3234.0,1.0,1.564363363
30,30-39,49005.0,40K-60K,10.799677612703281,,HS or assoc,HS or less,,No,Democrat,Obama,Black,Female,2016,3234.0,1.0,0.956993511
51,50-59,72600.0,60K-80K,11.192720200812888,Increase or stay the same,College,Some college,Remain the same,No,Democrat,Obama,White,Female,2016,3234.0,1.0,0.956993511
39,30-39,87120.0,80K-100K,11.375041757606843,,HS or assoc,HS or less,,No,Republican,Obama,White,Female,2016,3234.0,1.0,0.478496756
27,18-29,49005.0,40K-60K,10.799677612703281,Decrease,HS or assoc,HS or less,Reduced a lot,No,Republican,Obama,White,Female,2016,3234.0,1.0,0.956993511
66,60-69,72600.0,60K-80K,11.192720200812888,Increase or stay the same,College,Some college,Remain the same,No,Democrat,Obama,White,Male,2016,3234.0,1.0,0.956993511
60,60-69,87120.0,80K-100K,11.375041757606843,Increase or stay the same,College,Some college,Remain the same,Yes,Democrat,Obama,Black,Male,2016,3234.0,1.0,0.956993511
19,18-29,163843.847,160K+,12.006669100782233,Decrease,HS or assoc,HS or less,Reduced a lot,No,Democrat,Obama,White,Female,2016,3234.0,1.0,0.956993511
30,30-39,27225.0,20K-30K,10.21189094780116,Decrease,HS or assoc,HS or less,Reduced a little,No,Independent,Obama,White,Male,2016,3234.0,1.0,0.956993511
37,30-39,49005.0,40K-60K,10.799677612703281,,HS or assoc,HS or less,,No,Democrat,Obama,White,Female,2016,3234.0,1.0,1.564363363
50,50-59,32670.0,30K-40K,10.394212504595115,,HS or assoc,HS or less,,No,Republican,Obama,White,Male,2016,3234.0,1.0,1.435490267
35,30-39,3993.0,<20K,8.292298107063221,Decrease,HS or assoc,HS or less,Reduced a lot,Yes,Independent,Obama,Other,Female,2016,3234.0,1.0,0.956993511
44,40-49,163843.847,160K+,12.006669100782233,Increase or stay the same,College,Some college,Remain the same,No,Democrat,Obama,White,Male,2016,3234.0,1.0,1.564363363
70,70+,17242.5,<20K,9.755132545305447,,HS or assoc,HS or less,,Yes,Democrat,Obama,White,Female,2016,3234.0,1.0,1.435490267
20,18-29,32670.0,30K-40K,10.394212504595115,Increase or stay the same,No degree,HS or less,Increased a lot,Yes,Independent,Obama,Other,Female,2016,3234.0,1.0,1.913987023
33,30-39,4719.0,<20K,8.459352191726387,,No degree,HS or less,,No,Independent,Obama,White,Female,2016,3234.0,1.0,0.478496756
51,50-59,39930.0,30K-40K,10.594883200057266,Increase or stay the same,HS or assoc,HS or less,Remain the same,Yes,Democrat,Obama,White,Male,2016,3234.0,1.0,1.435490267
62,60-69,5445.0,<20K,8.602453035367061,,No degree,HS or less,,Yes,Democrat,Obama,Other,Male,2016,3234.0,1.0,0.956993511
46,40-49,39930.0,30K-40K,10.594883200057266,Increase or stay the same,HS or assoc,HS or less,Remain the same,No,Republican,Obama,White,Female,2016,3234.0,2.0,0.956993511
47,40-49,19965.0,<20K,9.901736019497323,,HS or assoc,HS or less,,Yes,Democrat,Obama,White,Male,2016,3234.0,2.0,0.956993511
56,50-59,72600.0,60K-80K,11.192720200812888,Increase or stay the same,College,Some college,Remain the same,Yes,Republican,Obama,White,Female,2016,3234.0,2.0,0.956993511
27,18-29,32670.0,30K-40K,10.394212504595115,Increase or stay the same,College,Some college,Increased a little,No,Republican,Obama,White,Female,2016,3234.0,2.0,0.956993511
27,18-29,23595.0,20K-30K,10.068790104160488,,College,Some college,,Yes,Republican,Obama,White,Female,2016,3234.0,2.0,0.956993511
40,40-49,39930.0,30K-40K,10.594883200057266,Increase or stay the same,College,Some college,Increased a lot,Yes,,Obama,Black,Male,2016,3234.0,2.0,0.478496756
32,30-39,,,,Increase or stay the same,HS or assoc,Some college,Remain the same,Yes,Independent,Obama,Other,Female,2016,3234.0,2.0,1.564363363
63,60-69,101640.0,100K-160K,11.5291924374341,,College,Some college,,No,Democrat,Obama,White,Female,2016,3234.0,2.0,1.435490267
38,30-39,87120.0,80K-100K,11.375041757606843,Increase or stay the same,College,Some college,Remain the same,No,Democrat,Obama,White,Female,2016,3234.0,2.0,0.956993511
35,30-39,1452.0,<20K,7.280697195384741,,No degree,HS or less,,Yes,Democrat,Obama,Other,Male,2016,3234.0,2.0,0.478496756
79,70+,8167.5,<20K,9.007918143475225,Increase or stay the same,No degree,HS or less,Increased a lot,Yes,Democrat,Obama,Other,Female,2016,3234.0,2.0,0.956993511
47,40-49,2541.0,<20K,7.840312983320164,,HS or assoc,HS or less,,No,Democrat,Obama,Other,Male,2016,3234.0,2.0,1.435490267
43,40-49,27225.0,20K-30K,10.21189094780116,,College,Some college,,No,Democrat,Obama,Other,Male,2016,3234.0,2.0,0.478496756
44,40-49,,,,Decrease,HS or assoc,HS or less,Reduced a lot,No,Independent,Obama,Other,Female,2016,3234.0,2.0,0.478496756
34,30-39,1452.0,<20K,7.280697195384741,Decrease,No degree,HS or less,Reduced a lot,Yes,Independent,Obama,Other,Female,2016,3234.0,2.0,0.478496756
43,40-49,27225.0,20K-30K,10.21189094780116,,HS or assoc,HS or less,,Yes,Democrat,Obama,Other,Female,2016,3234.0,2.0,0.956993511
28,18-29,1452.0,<20K,7.280697195384741,Decrease,No degree,HS or less,Reduced a lot,Yes,Democrat,Obama,Black,Female,2016,3235.0,1.0,0.478496756
44,40-49,,,,,HS or assoc,HS or less,,No,Democrat,Obama,White,Female,2016,3235.0,1.0,1.564363363
54,50-59,32670.0,30K-40K,10.394212504595115,Increase or stay the same,HS or assoc,HS or less,Remain the same,No,Democrat,Obama,Black,Female,2016,3235.0,1.0,0.478496756
79,70+,17242.5,<20K,9.755132545305447,,HS or assoc,HS or less,,No,Democrat,Obama,Black,Female,2016,3235.0,1.0,0.782181681
59,50-59,,,,Decrease,HS or assoc,HS or less,Reduced a lot,No,Democrat,Obama,Black,Male,2016,3235.0,1.0,0.782181681
28,18-29,11797.5,<20K,9.375642923600543,Decrease,HS or assoc,HS or less,Reduced a lot,Yes,Republican,Obama,Black,Female,2016,3235.0,1.0,0.478496756
52,50-59,363.0,<20K,5.8944028342648505,,HS or assoc,HS or less,,No,Independent,Obama,Black,Male,2016,3235.0,1.0,0.956993511
63,60-69,6534.0,<20K,8.784774592161016,Increase or stay the same,HS or assoc,HS or less,Remain the same,No,Republican,Obama,White,Female,2016,3235.0,1.0,0.478496756
30,30-39,6534.0,<20K,8.784774592161016,Increase or stay the same,HS or assoc,HS or less,Remain the same,No,Independent,Obama,Black,Male,2016,3235.0,1.0,0.478496756
24,18-29,,,,,HS or assoc,HS or less,,No,Democrat,Obama,Black,Female,2016,3235.0,1.0,0.478496756
29,18-29,19965.0,<20K,9.901736019497323,Decrease,HS or assoc,HS or less,Reduced a little,No,Independent,Obama,Black,Male,2016,3235.0,1.0,0.782181681
46,40-49,87120.0,80K-100K,11.375041757606843,Increase or stay the same,HS or assoc,HS or less,Remain the same,No,Democrat,Obama,White,Male,2016,3235.0,1.0,3.128726726
73,70+,11797.5,<20K,9.375642923600543,Decrease,HS or assoc,HS or less,Reduced a lot,Yes,Democrat,Obama,White,Female,2016,3235.0,1.0,0.478496756
57,50-59,32670.0,30K-40K,10.394212504595115,,HS or assoc,HS or less,,No,Democrat,Obama,White,Male,2016,3235.0,1.0,1.564363363
20,18-29,8167.5,<20K,9.007918143475225,Increase or stay the same,HS or assoc,HS or less,Remain the same,Yes,Independent,Obama,White,Female,2016,3235.0,1.0,1.435490267
51,50-59,,,,Decrease,College,Some college,Reduced a lot,No,Republican,Obama,White,Male,2016,3235.0,1.0,1.435490267
43,40-49,19965.0,<20K,9.901736019497323,Increase or stay the same,HS or assoc,HS or less,Remain the same,Yes,Republican,Obama,Other,Male,2016,3235.0,1.0,0.956993511
65,60-69,87120.0,80K-100K,11.375041757606843,,College,Some college,,No,Independent,Obama,White,Male,2016,3235.0,1.0,0.956993511
28,18-29,13612.5,<20K,9.518743767241215,Increase or stay the same,HS or assoc,Some college,Remain the same,No,Independent,Obama,White,Male,2016,3235.0,2.0,0.782181681
25,18-29,,,,,College,Some college,,No,Democrat,Obama,White,Male,2016,3235.0,2.0,0.782181681
40,40-49,363.0,<20K,5.8944028342648505,,No degree,HS or less,,No,Democrat,Obama,White,Male,2016,3235.0,2.0,1.564363363
56,50-59,,,,Increase or stay the same,HS or assoc,HS or less,Remain the same,No,Democrat,Obama,Black,Male,2016,3235.0,2.0,0.956993511
34,30-39,,,,Increase or stay the same,College,Some college,Remain the same,Yes,Independent,Obama,Other,Male,2016,3235.0,2.0,0.956993511
27,18-29,,,,Increase or stay the same,HS or assoc,HS or less,Increased a lot,Yes,Independent,Obama,White,Male,2016,3235.0,2.0,0.956993511
59,50-59,39930.0,30K-40K,10.594883200057266,,HS or assoc,HS or less,,No,Independent,Obama,White,Female,2016,3235.0,2.0,0.478496756
25,18-29,17242.5,<20K,9.755132545305447,Decrease,HS or assoc,HS or less,Reduced a little,No,Republican,Obama,White,Female,2016,3235.0,2.0,0.956993511
56,50-59,8167.5,<20K,9.007918143475225,Increase or stay the same,College,Some college,Remain the same,No,Republican,Obama,White,Male,2016,3235.0,2.0,0.478496756
61,60-69,,,,Decrease,HS or assoc,HS or less,Reduced a little,No,Independent,Obama,White,Female,2016,3235.0,2.0,0.956993511
56,50-59,101640.0,100K-160K,11.5291924374341,Increase or stay the same,HS or assoc,HS or less,Remain the same,No,Democrat,Obama,White,Female,2016,3235.0,2.0,1.913987023
46,40-49,11797.5,<20K,9.375642923600543,Decrease,HS or assoc,Some college,Reduced a little,Yes,Republican,Obama,White,Female,2016,3236.0,1.0,1.564363363
35,30-39,163843.847,160K+,12.006669100782233,,College,Some college,,Yes,Democrat,Obama,Other,Female,2016,3236.0,1.0,1.913987023
31,30-39,32670.0,30K-40K,10.394212504595115,Increase or stay the same,College,Some college,Remain the same,Yes,Democrat,Obama,White,Female,2016,3236.0,1.0,1.435490267
57,50-59,17242.5,<20K,9.755132545305447,,HS or assoc,HS or less,,No,Republican,Obama,White,Male,2016,3236.0,1.0,2.346545044
50,50-59,116160.0,100K-160K,11.662723830058622,Decrease,HS or assoc,HS or less,Reduced a little,No,Republican,Obama,White,Female,2016,3236.0,1.0,1.564363363
25,18-29,59895.0,40K-60K,11.000348308165432,,HS or assoc,HS or less,,Yes,Republican,Obama,White,Male,2016,3236.0,1.0,2.346545044
59,50-59,9982.5,<20K,9.208588838937377,,HS or assoc,HS or less,,Yes,Democrat,Obama,White,Female,2016,3236.0,1.0,2.346545044
73,70+,32670.0,30K-40K,10.394212504595115,,HS or assoc,HS or less,,No,Democrat,Obama,White,Male,2016,3236.0,2.0,1.564363363
60,60-69,39930.0,30K-40K,10.594883200057266,Increase or stay the same,HS or assoc,HS or less,Remain the same,Yes,Democrat,Obama,Other,Male,2016,3236.0,2.0,2.346545044
66,60-69,,,,Increase or stay the same,HS or assoc,HS or less,Remain the same,Yes,Democrat,Obama,White,Male,2016,3236.0,2.0,0.956993511
84,70+,,,,,No degree,HS or less,,No,Independent,Obama,Other,Male,2016,3236.0,2.0,3.128726726
57,50-59,11797.5,<20K,9.375642923600543,Increase or stay the same,No degree,HS or less,Remain the same,Yes,Democrat,Obama,Other,Female,2016,3236.0,2.0,1.564363363
68,60-69,72600.0,60K-80K,11.192720200812888,Decrease,HS or assoc,HS or less,Reduced a little,Yes,Republican,Obama,White,Male,2016,3236.0,2.0,1.564363363
35,30-39,39930.0,30K-40K,10.594883200057266,Decrease,HS or assoc,HS or less,Reduced a lot,Yes,Democrat,Obama,White,Female,2016,3236.0,2.0,1.435490267
28,18-29,101640.0,100K-160K,11.5291924374341,,College,Some college,,Yes,Republican,Obama,Other,Female,2016,3236.0,2.0,1.564363363
35,30-39,,,,Increase or stay the same,HS or assoc,HS or less,Remain the same,Yes,Democrat,Obama,White,Female,2016,3236.0,2.0,0.956993511
42,40-49,101640.0,100K-160K,11.5291924374341,Increase or stay the same,College,Some college,Remain the same,No,Democrat,Obama,White,Female,2016,3236.0,2.0,0.391825054
38,30-39,13612.5,<20K,9.518743767241215,Decrease,HS or assoc,HS or less,Reduced a lot,No,Democrat,Obama,White,Female,2016,3237.0,1.0,0.956993511
69,60-69,59895.0,40K-60K,11.000348308165432,,No degree,HS or less,,Yes,Democrat,Obama,White,Male,2016,3237.0,1.0,0.956993511
68,60-69,27225.0,20K-30K,10.21189094780116,Increase or stay the same,HS or assoc,HS or less,Remain the same,No,Republican,Obama,White,Male,2016,3237.0,1.0,0.782181681
44,40-49,49005.0,40K-60K,10.799677612703281,,HS or assoc,HS or less,,Yes,Democrat,Obama,White,Male,2016,3237.0,1.0,0.956993511
67,60-69,59895.0,40K-60K,11.000348308165432,Decrease,College,Some college,Reduced a little,No,Republican,Obama,White,Male,2016,3237.0,1.0,0.956993511
28,18-29,6534.0,<20K,8.784774592161016,Increase or stay the same,HS or assoc,HS or less,Remain the same,No,Democrat,Obama,White,Female,2016,3237.0,1.0,0.956993511
45,40-49,116160.0,100K-160K,11.662723830058622,Increase or stay the same,College,Some college,Remain the same,No,Republican,Obama,White,Female,2016,3237.0,1.0,0.956993511
62,60-69,9982.5,<20K,9.208588838937377,Decrease,College,Some college,Reduced a little,No,Republican,Obama,White,Male,2016,3237.0,1.0,0.478496756
68,60-69,101640.0,100K-160K,11.5291924374341,Increase or stay the same,College,Some college,Remain the same,No,Democrat,Obama,Black,Female,2016,3237.0,1.0,0.478496756
